district.x,school.x,school_id,report_card_type_p_e_m_h_d,street,city,state,zip,gradespan,enrollment,hdphone,url,headname,teacher_count,year,district.y,school.y,type,e_pct_me,e_pct_in_need_of_support,m_pct_me,m_pct_in_need_of_support,sc_pct_me,p17_sci1nm,sc_pct_in_need_of_support,total_actively_enrolled_students,gender_female,gender_male,black_or_african_american,white,schoolid,gender_missing,pupils_in_poverty,all_other_races
"Clover School
District (York 2)",Clover Middle School,4602013,M,"1233 Soaring Eagles
Road",Clover,SC,29710,6-8,950,803-810-8300,www.clover.k12.sc.us/Domain/14,Calub Courtwright,70,2017,York #2,Clover Middle School,M,45.6,19.4,51.7,14.6,65,16.9,NA,809,378,431,117,623,NA,NA,NA,69
"Clover School
District (York 2)",Clover Middle School,4602013,M,"1233 Soaring Eagles
Road",Clover,SC,29710,6-8,950,803-810-8300,www.clover.k12.sc.us/Domain/14,Calub Courtwright,70,2018,York 2,Clover Middle School,M,49.9,16.1,46.3,18.4,64,NA,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clover School
District (York 2)",Clover Middle School,4602013,M,"1233 Soaring Eagles
Road",Clover,SC,29710,6-8,950,803-810-8300,www.clover.k12.sc.us/Domain/14,Calub Courtwright,70,2019,Clover School District (York #2),Clover Middle School,M,51.4,19.8,47.7,19.6,62,NA,18.9,885,435,450,96,670,NA,0,426,119
"Clover School
District (York 2)",Clover Middle School,4602013,M,"1233 Soaring Eagles
Road",Clover,SC,29710,6-8,950,803-810-8300,www.clover.k12.sc.us/Domain/14,Calub Courtwright,70,2021,"Clover School
District (York 2)",Clover Middle School,M,48.9,21.3,43.9,19.9,59.1,NA,17.9,945,478,467,112,694,NA,0,463,139
"Clover School
District (York 2)",Kinard Elementary School,4602014,E,201 Pressley Street,Clover,SC,29710,PK-5,408,803-810-8700,https://www.clover.k12.sc.us/Kinard,"George R. Smith
",39,2017,York #2,Kinard Elementary School,E,37.6,27.4,53.6,15.3,NA,NA,NA,396,192,204,98,278,NA,NA,NA,20
"Clover School
District (York 2)",Kinard Elementary School,4602014,E,201 Pressley Street,Clover,SC,29710,PK-5,408,803-810-8700,https://www.clover.k12.sc.us/Kinard,"George R. Smith
",39,2018,York 2,Kinard Elementary School,E,48,20.9,68.9,14.7,66.7,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clover School
District (York 2)",Kinard Elementary School,4602014,E,201 Pressley Street,Clover,SC,29710,PK-5,408,803-810-8700,https://www.clover.k12.sc.us/Kinard,"George R. Smith
",39,2019,Clover School District (York #2),Kinard Elementary School,E,46.6,26.4,65.8,10.4,68.9,NA,9.8,432,190,242,93,278,NA,0,246,61
"Clover School
District (York 2)",Kinard Elementary School,4602014,E,201 Pressley Street,Clover,SC,29710,PK-5,408,803-810-8700,https://www.clover.k12.sc.us/Kinard,"George R. Smith
",39,2021,"Clover School
District (York 2)",Kinard Elementary School,E,42.9,31.2,48.7,20.1,53.8,NA,13.8,414,189,225,95,253,NA,0,237,66
"Clover School
District (York 2)",Oakridge Middle School,4602016,M,5657 Oakridge Road,Clover,SC,29710,6-8,1045,803-631-8000,https://www.clover.k12.sc.us/Domain/15,Will Largen,67,2017,York #2,Oakridge Middle School,M,63.1,9.4,66,7.5,73.3,9.3,NA,940,476,464,108,750,NA,NA,NA,82
"Clover School
District (York 2)",Oakridge Middle School,4602016,M,5657 Oakridge Road,Clover,SC,29710,6-8,1045,803-631-8000,https://www.clover.k12.sc.us/Domain/15,Will Largen,67,2018,York 2,Oakridge Middle School,M,63.2,10.1,68.2,8.1,75.6,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clover School
District (York 2)",Oakridge Middle School,4602016,M,5657 Oakridge Road,Clover,SC,29710,6-8,1045,803-631-8000,https://www.clover.k12.sc.us/Domain/15,Will Largen,67,2019,Clover School District (York #2),Oakridge Middle School,M,65.7,10.1,64.2,8.7,76.5,NA,9.2,944,452,492,88,728,NA,0,188,128
"Clover School
District (York 2)",Oakridge Middle School,4602016,M,5657 Oakridge Road,Clover,SC,29710,6-8,1045,803-631-8000,https://www.clover.k12.sc.us/Domain/15,Will Largen,67,2021,"Clover School
District (York 2)",Oakridge Middle School,M,62.5,11.2,61,11.7,68.6,NA,13.5,1050,485,565,80,806,NA,0,228,164
"Clover School
District (York 2)",Larne Elementary School,4602018,E,3598 Filbert Hwy,Clover,SC,29710,PK-5,494,7047184466,www.clover.k12.sc.us/Larne,Vickie L Stine,42,2017,York #2,Larne Elementary,E,50.6,15.5,67.7,7.2,NA,NA,NA,552,260,292,77,424,NA,NA,NA,51
"Clover School
District (York 2)",Larne Elementary School,4602018,E,3598 Filbert Hwy,Clover,SC,29710,PK-5,494,7047184466,www.clover.k12.sc.us/Larne,Vickie L Stine,42,2018,York 2,Larne Elementary School,E,58.1,10.9,71.2,12.7,66.7,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clover School
District (York 2)",Larne Elementary School,4602018,E,3598 Filbert Hwy,Clover,SC,29710,PK-5,494,7047184466,www.clover.k12.sc.us/Larne,Vickie L Stine,42,2019,Clover School District (York #2),Larne Elementary School,E,50.6,23.4,59,17.2,61.2,NA,14.1,583,279,304,69,422,NA,0,364,92
"Clover School
District (York 2)",Larne Elementary School,4602018,E,3598 Filbert Hwy,Clover,SC,29710,PK-5,494,7047184466,www.clover.k12.sc.us/Larne,Vickie L Stine,42,2021,"Clover School
District (York 2)",Larne Elementary School,E,49.5,26.5,50.7,25.1,50,NA,22.4,505,238,267,59,352,NA,0,293,94
"Clover School
District (York 2)",Griggs Road Elementary,4602047,E,100 Griggs Road,Clover,SC,29710,PK-5,507,803-631-8200,https://www.clover.k12.sc.us/Domain/11,"Nicole M.
Thompson",38,2017,York #2,Griggs Road Elementary School,E,63.400000000000006,11.5,79.1,7.7,NA,NA,NA,486,253,233,52,387,NA,NA,NA,47
"Clover School
District (York 2)",Griggs Road Elementary,4602047,E,100 Griggs Road,Clover,SC,29710,PK-5,507,803-631-8200,https://www.clover.k12.sc.us/Domain/11,"Nicole M.
Thompson",38,2018,York 2,Griggs Road Elementary,E,66.8,7.2,83.4,4.3,79.7,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clover School
District (York 2)",Griggs Road Elementary,4602047,E,100 Griggs Road,Clover,SC,29710,PK-5,507,803-631-8200,https://www.clover.k12.sc.us/Domain/11,"Nicole M.
Thompson",38,2019,Clover School District (York #2),Griggs Road Elementary School,E,66.5,10.5,85.8,2.9,91.4,NA,NA,509,266,243,39,407,NA,0,168,63
"Clover School
District (York 2)",Griggs Road Elementary,4602047,E,100 Griggs Road,Clover,SC,29710,PK-5,507,803-631-8200,https://www.clover.k12.sc.us/Domain/11,"Nicole M.
Thompson",38,2021,"Clover School
District (York 2)",Griggs Road Elementary,E,62.1,12.8,73,8.8,85.5,NA,4.8,514,263,251,34,404,NA,0,159,76
"Clover School
District (York 2)","Crowders Creek
Elementary",4602051,E,"5515 Charlotte
Highway",Clover,SC,29710,PK-5,1023,803-810-8500,http://www.clover.k12.sc.us/domain/,"Dr. Kershena A.
Dickey",68,2017,York #2,Crowders Creek Elementary,E,66.7,9.2,81.4,5.2,NA,NA,NA,684,307,377,87,518,NA,NA,NA,79
"Clover School
District (York 2)","Crowders Creek
Elementary",4602051,E,"5515 Charlotte
Highway",Clover,SC,29710,PK-5,1023,803-810-8500,http://www.clover.k12.sc.us/domain/,"Dr. Kershena A.
Dickey",68,2018,York 2,Crowders Creek Elementary,E,70.8,8.7,83.5,5.9,77.4,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clover School
District (York 2)","Crowders Creek
Elementary",4602051,E,"5515 Charlotte
Highway",Clover,SC,29710,PK-5,1023,803-810-8500,http://www.clover.k12.sc.us/domain/,"Dr. Kershena A.
Dickey",68,2019,Clover School District (York #2),Crowders Creek Elementary School,E,66.3,11.8,81.7,6.3,78.9,NA,8.1,947,422,525,87,679,NA,0,222,181
"Clover School
District (York 2)","Crowders Creek
Elementary",4602051,E,"5515 Charlotte
Highway",Clover,SC,29710,PK-5,1023,803-810-8500,http://www.clover.k12.sc.us/domain/,"Dr. Kershena A.
Dickey",68,2021,"Clover School
District (York 2)",Crowders Creek Elementary,E,66.7,9.4,75.6,7.2,80.8,NA,6.7,1053,509,544,110,706,NA,0,235,237
"Clover School
District (York 2)","Oakridge Elementary
School",4602052,E,5670 Oakridge Rd.,Clover,SC,29710,PK-5,740,803-631-8400,"https://www.clover.k12.sc.us/Domain/2435
",Lori Maczko,46,2017,York #2,Oakridge Elementary School,E,64.7,10.4,83.1,4.5,NA,NA,NA,641,313,328,74,505,NA,NA,NA,62
"Clover School
District (York 2)","Oakridge Elementary
School",4602052,E,5670 Oakridge Rd.,Clover,SC,29710,PK-5,740,803-631-8400,"https://www.clover.k12.sc.us/Domain/2435
",Lori Maczko,46,2018,York 2,Oakridge Elementary School,E,64.7,11.5,84.6,5.8,78.9,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clover School
District (York 2)","Oakridge Elementary
School",4602052,E,5670 Oakridge Rd.,Clover,SC,29710,PK-5,740,803-631-8400,"https://www.clover.k12.sc.us/Domain/2435
",Lori Maczko,46,2019,Clover School District (York #2),Oakridge Elementary School,E,71.8,11.1,77.8,5.4,83.2,NA,8.4,674,319,355,55,529,NA,0,173,90
"Clover School
District (York 2)","Oakridge Elementary
School",4602052,E,5670 Oakridge Rd.,Clover,SC,29710,PK-5,740,803-631-8400,"https://www.clover.k12.sc.us/Domain/2435
",Lori Maczko,46,2021,"Clover School
District (York 2)",Oakridge Elementary School,E,65,12.9,74.9,9.7,76.3,NA,9.7,749,367,382,64,549,NA,0,204,136
"Rock Hill School
District (York 3)","Castle Heights Middle
School",4603015,M,2382 Firetower Road,Rock Hill,SC,29732,6-8,739,803-981-1400,http://ch.rock-hill.k12.sc.us,Cynthia Robinson,55,2017,York 3 School District,Castle Heights Middle School,M,41.400000000000006,23.7,41.7,24.9,48.5,27.6,NA,789,405,384,269,412,NA,NA,NA,108
"Rock Hill School
District (York 3)","Castle Heights Middle
School",4603015,M,2382 Firetower Road,Rock Hill,SC,29732,6-8,739,803-981-1400,http://ch.rock-hill.k12.sc.us,Cynthia Robinson,55,2018,York District 3,Castle Heights Middle School,M,32.3,34.6,44.1,24.5,42.3,NA,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rock Hill School
District (York 3)","Castle Heights Middle
School",4603015,M,2382 Firetower Road,Rock Hill,SC,29732,6-8,739,803-981-1400,http://ch.rock-hill.k12.sc.us,Cynthia Robinson,55,2019,York County School District Three,Castle Heights Middle School,M,34.9,33.3,38.9,27.8,48.1,NA,29.1,760,356,404,224,378,NA,0,489,158
"Rock Hill School
District (York 3)","Castle Heights Middle
School",4603015,M,2382 Firetower Road,Rock Hill,SC,29732,6-8,739,803-981-1400,http://ch.rock-hill.k12.sc.us,Cynthia Robinson,55,2021,"Rock Hill School
District (York 3)",Castle Heights Middle School,M,33.8,30.1,30,36.6,40.6,NA,40,724,338,386,220,333,NA,0,484,171
"Rock Hill School
District (York 3)",Northwestern High School,4603016,H,2503 W. Main St.,Rock Hill,SC,29710,9-12,1738,8039811200,https://www.rock-hill.k12.sc.us/Page/55,"Hezekiah Massey
III",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rock Hill School
District (York 3)",Rock Hill High,4603017,H,"320 West Springdale
Road",Rock Hill,SC,29730,9-12,1885,803-981-1300,https://www.rock-hill.k12.sc.us/Domain/32,"Arthur ""Ozzie"" Ahl
II",115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rock Hill School
District (York 3)",Sullivan Middle School,4603018,M,1825 Eden Terrace,Rock Hill,SC,29730,6-8,944,8039811450,https://www.rock-hill.k12.sc.us/Domain/29,Dr. Juan Roldan,72,2017,York 3 School District,W C Sullivan Middle,M,45.9,19.1,39.4,23.4,53.099999999999994,21.9,NA,739,353,386,260,304,NA,NA,NA,175
"Rock Hill School
District (York 3)",Sullivan Middle School,4603018,M,1825 Eden Terrace,Rock Hill,SC,29730,6-8,944,8039811450,https://www.rock-hill.k12.sc.us/Domain/29,Dr. Juan Roldan,72,2018,York District 3,W. C. Sullivan Middle School,M,31.9,33.3,34.1,30.6,47.3,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rock Hill School
District (York 3)",Sullivan Middle School,4603018,M,1825 Eden Terrace,Rock Hill,SC,29730,6-8,944,8039811450,https://www.rock-hill.k12.sc.us/Domain/29,Dr. Juan Roldan,72,2019,York County School District Three,W.C. Sullivan Middle School,M,34.2,34.7,30.5,32.5,47.8,NA,27.7,807,401,406,285,289,NA,0,526,233
"Rock Hill School
District (York 3)",Sullivan Middle School,4603018,M,1825 Eden Terrace,Rock Hill,SC,29730,6-8,944,8039811450,https://www.rock-hill.k12.sc.us/Domain/29,Dr. Juan Roldan,72,2021,"Rock Hill School
District (York 3)",Sullivan Middle School,M,38.3,23.7,26.2,42,42.3,NA,38.5,939,470,469,315,355,NA,0,604,269
"Rock Hill School
District (York 3)","Rawlinson Road Middle
School",4603019,M,2631 West Main St.,Rock Hill,SC,29732,6-8,556,803-981-1500,https://www.rock-hill.k12.sc.us/Domain/27,Heather Andrus,44,2017,York 3 School District,Rawlinson Road Middle School,M,45.7,21.3,38.6,25.8,55.3,25.4,NA,620,317,303,303,267,NA,NA,NA,50
"Rock Hill School
District (York 3)","Rawlinson Road Middle
School",4603019,M,2631 West Main St.,Rock Hill,SC,29732,6-8,556,803-981-1500,https://www.rock-hill.k12.sc.us/Domain/27,Heather Andrus,44,2018,York District 3,Rawlinson Road Middle School,M,37.6,33.9,35.3,29.6,45.8,NA,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rock Hill School
District (York 3)","Rawlinson Road Middle
School",4603019,M,2631 West Main St.,Rock Hill,SC,29732,6-8,556,803-981-1500,https://www.rock-hill.k12.sc.us/Domain/27,Heather Andrus,44,2019,York County School District Three,Rawlinson Road Middle School,M,36.6,33.3,32.2,33.3,41.8,NA,29.8,583,288,295,306,219,NA,0,371,58
"Rock Hill School
District (York 3)","Rawlinson Road Middle
School",4603019,M,2631 West Main St.,Rock Hill,SC,29732,6-8,556,803-981-1500,https://www.rock-hill.k12.sc.us/Domain/27,Heather Andrus,44,2021,"Rock Hill School
District (York 3)","Rawlinson Road Middle
School",M,34.1,31.5,22.8,44.3,31.8,NA,42.6,554,269,285,309,175,NA,0,360,70
"Rock Hill School
District (York 3)","Belleview Elementary
School",4603020,E,501 Belleview Road,Rock Hill,SC,29730,PK-5,421,8039811181,https://www.rock-hill.k12.sc.us/Belleview,Kevin A. Hood,39,2017,York 3 School District,Belleview Elementary School,E,33.1,35.1,42.8,31,NA,NA,NA,535,232,303,327,157,NA,NA,NA,51
"Rock Hill School
District (York 3)","Belleview Elementary
School",4603020,E,501 Belleview Road,Rock Hill,SC,29730,PK-5,421,8039811181,https://www.rock-hill.k12.sc.us/Belleview,Kevin A. Hood,39,2018,York District 3,Belleview Elementary School,E,31.8,31.8,45,28.1,45,NA,36.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rock Hill School
District (York 3)","Belleview Elementary
School",4603020,E,501 Belleview Road,Rock Hill,SC,29730,PK-5,421,8039811181,https://www.rock-hill.k12.sc.us/Belleview,Kevin A. Hood,39,2019,York County School District Three,Belleview Elementary School,E,42.2,36.1,48.3,31.3,45.9,NA,24.3,489,220,269,275,127,NA,0,398,87
"Rock Hill School
District (York 3)","Belleview Elementary
School",4603020,E,501 Belleview Road,Rock Hill,SC,29730,PK-5,421,8039811181,https://www.rock-hill.k12.sc.us/Belleview,Kevin A. Hood,39,2021,"Rock Hill School
District (York 3)",Belleview Elementary School,E,31.7,41.4,37.3,39.2,47.6,NA,31,425,202,223,254,79,NA,0,354,92
"Rock Hill School
District (York 3)","Ebenezer Avenue
Elementary",4603022,E,242 Ebenezer Avenue,Rock Hill,SC,29730,PK-5,415,803-981-1435,https://www.rock-hill.k12.sc.us/Domain/10,Sheleea Leonard,34,2017,York 3 School District,Ebenezer Avenue Elementary School,E,36.5,26.6,33.5,27.6,NA,NA,NA,390,186,204,184,117,NA,NA,NA,89
"Rock Hill School
District (York 3)","Ebenezer Avenue
Elementary",4603022,E,242 Ebenezer Avenue,Rock Hill,SC,29730,PK-5,415,803-981-1435,https://www.rock-hill.k12.sc.us/Domain/10,Sheleea Leonard,34,2018,York District 3,Ebenezer Avenue Elementary School,E,41.3,30.5,39.4,35.7,37.8,NA,29.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rock Hill School
District (York 3)","Ebenezer Avenue
Elementary",4603022,E,242 Ebenezer Avenue,Rock Hill,SC,29730,PK-5,415,803-981-1435,https://www.rock-hill.k12.sc.us/Domain/10,Sheleea Leonard,34,2019,York County School District Three,"Ebenezer Avenue Elementary School-Traditional, Montessori, Inquir",E,48.6,27.7,49.5,20.9,50,NA,31.9,543,258,285,229,201,NA,0,350,113
"Rock Hill School
District (York 3)","Ebenezer Avenue
Elementary",4603022,E,242 Ebenezer Avenue,Rock Hill,SC,29730,PK-5,415,803-981-1435,https://www.rock-hill.k12.sc.us/Domain/10,Sheleea Leonard,34,2021,"Rock Hill School
District (York 3)",Ebenezer Avenue Elementary,E,45.7,27.2,40.4,31.9,37.1,NA,38.7,426,205,221,162,172,NA,0,264,92
"Rock Hill School
District (York 3)",Ebinport Elementary,4603023,E,2142 India Hook Rd.,Rock Hill,SC,29732,PK-5,337,803.981.1550,https://www.rock-hill.k12.sc.us/ebinport,"Rhonda Kelsey,
Ed. D.",30,2017,York 3 School District,Ebinport Elementary School,E,44.8,23.8,43.1,26.6,NA,NA,NA,621,303,318,209,286,NA,NA,NA,126
"Rock Hill School
District (York 3)",Ebinport Elementary,4603023,E,2142 India Hook Rd.,Rock Hill,SC,29732,PK-5,337,803.981.1550,https://www.rock-hill.k12.sc.us/ebinport,"Rhonda Kelsey,
Ed. D.",30,2018,York District 3,Ebinport Elementary School,E,48.8,24.8,45.9,27.1,40,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rock Hill School
District (York 3)",Ebinport Elementary,4603023,E,2142 India Hook Rd.,Rock Hill,SC,29732,PK-5,337,803.981.1550,https://www.rock-hill.k12.sc.us/ebinport,"Rhonda Kelsey,
Ed. D.",30,2019,York County School District Three,Ebinport Elementary School,E,29.5,43.4,31.9,41,37,NA,42.6,349,172,177,171,108,NA,0,271,70
"Rock Hill School
District (York 3)",Ebinport Elementary,4603023,E,2142 India Hook Rd.,Rock Hill,SC,29732,PK-5,337,803.981.1550,https://www.rock-hill.k12.sc.us/ebinport,"Rhonda Kelsey,
Ed. D.",30,2021,"Rock Hill School
District (York 3)",Ebinport Elementary,E,31.4,43.6,20.9,49.6,32.8,NA,48.3,346,168,178,173,103,NA,0,256,70
"Rock Hill School
District (York 3)","Finley Road Elementary
School",4603026,E,1089 Finley Road,Rock Hill,SC,29732,PK-5,321,803-981-1280,https://www.rock-hill.k12.sc.us/Domain/12,"J. Patrick
Robinson",29,2017,York 3 School District,Finley Road Elementary School,E,23.4,39.3,28.900000000000002,33.8,NA,NA,NA,368,168,200,257,96,NA,NA,NA,15
"Rock Hill School
District (York 3)","Finley Road Elementary
School",4603026,E,1089 Finley Road,Rock Hill,SC,29732,PK-5,321,803-981-1280,https://www.rock-hill.k12.sc.us/Domain/12,"J. Patrick
Robinson",29,2018,York District 3,Finley Road Elementary School,E,26.4,37.1,29.6,39,41.7,NA,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rock Hill School
District (York 3)","Finley Road Elementary
School",4603026,E,1089 Finley Road,Rock Hill,SC,29732,PK-5,321,803-981-1280,https://www.rock-hill.k12.sc.us/Domain/12,"J. Patrick
Robinson",29,2019,York County School District Three,Finley Road Elementary School,E,37.4,32,36.1,31.3,44.4,NA,18.5,344,166,178,237,76,NA,0,289,31
"Rock Hill School
District (York 3)","Finley Road Elementary
School",4603026,E,1089 Finley Road,Rock Hill,SC,29732,PK-5,321,803-981-1280,https://www.rock-hill.k12.sc.us/Domain/12,"J. Patrick
Robinson",29,2021,"Rock Hill School
District (York 3)","Finley Road Elementary
School",E,25.6,42.6,27.4,41.5,11.4,NA,43.2,324,142,182,218,73,NA,0,277,33
"Rock Hill School
District (York 3)",Lesslie Elementary School,4603027,E,250 Neely Store Road,Rock Hill,SC,29730,K-5,347,803-981-1910,https://www.rock-hill.k12.sc.us/Domain/15,Jean Dickson,30,2017,York 3 School District,Lesslie Elementary School,E,45.8,22.6,45.8,26.5,NA,NA,NA,322,147,175,31,233,NA,NA,NA,58
"Rock Hill School
District (York 3)",Lesslie Elementary School,4603027,E,250 Neely Store Road,Rock Hill,SC,29730,K-5,347,803-981-1910,https://www.rock-hill.k12.sc.us/Domain/15,Jean Dickson,30,2018,York District 3,Lesslie Elementary,E,52.2,20.5,55.3,19.9,54.4,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rock Hill School
District (York 3)",Lesslie Elementary School,4603027,E,250 Neely Store Road,Rock Hill,SC,29730,K-5,347,803-981-1910,https://www.rock-hill.k12.sc.us/Domain/15,Jean Dickson,30,2019,York County School District Three,Lesslie Elementary School,E,53.6,25,50.6,20.8,64.7,NA,15.7,368,171,197,23,267,NA,0,240,78
"Rock Hill School
District (York 3)",Lesslie Elementary School,4603027,E,250 Neely Store Road,Rock Hill,SC,29730,K-5,347,803-981-1910,https://www.rock-hill.k12.sc.us/Domain/15,Jean Dickson,30,2021,"Rock Hill School
District (York 3)",Lesslie Elementary School,E,46.3,24.7,48.8,23.8,64.6,NA,20.8,356,185,171,23,232,NA,0,227,101
"Rock Hill School
District (York 3)",Northside Elementary,4603029,E,840 Annafrel Street,Rock Hill,SC,29732,PK-5,436,803-981-1570,https://www.rock-hill.k12.sc.us/Domain/18,Lesley Rouse,38,2017,York 3 School District,Northside Elementary School of the Arts,E,39.3,27.1,40.1,25.2,NA,NA,NA,578,313,265,243,247,NA,NA,NA,88
"Rock Hill School
District (York 3)",Northside Elementary,4603029,E,840 Annafrel Street,Rock Hill,SC,29732,PK-5,436,803-981-1570,https://www.rock-hill.k12.sc.us/Domain/18,Lesley Rouse,38,2018,York District 3,Northside Elementary,E,39.4,28.3,44.9,23.2,50.6,NA,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rock Hill School
District (York 3)",Northside Elementary,4603029,E,840 Annafrel Street,Rock Hill,SC,29732,PK-5,436,803-981-1570,https://www.rock-hill.k12.sc.us/Domain/18,Lesley Rouse,38,2019,York County School District Three,Northside Elementary,E,42.8,31.8,46.2,26.7,40.8,NA,28.9,517,286,231,214,193,NA,0,376,110
"Rock Hill School
District (York 3)",Northside Elementary,4603029,E,840 Annafrel Street,Rock Hill,SC,29732,PK-5,436,803-981-1570,https://www.rock-hill.k12.sc.us/Domain/18,Lesley Rouse,38,2021,"Rock Hill School
District (York 3)",Northside Elementary,E,33.1,36.6,42.7,29.8,32.2,NA,35.6,423,244,179,190,152,NA,0,309,81
"Rock Hill School
District (York 3)",Oakdale Steam Elementary,4603030,E,1129 Oakdale Road,Rock Hill,SC,29730,PK-5,490,803-981-1585,https://www.rock-hill.k12.sc.us/oakdale,Denise Khaalid,37,2017,York 3 School District,Oakdale Elementary School,E,30.8,29.6,27.9,41.4,NA,NA,NA,497,219,278,333,144,NA,NA,NA,20
"Rock Hill School
District (York 3)",Oakdale Steam Elementary,4603030,E,1129 Oakdale Road,Rock Hill,SC,29730,PK-5,490,803-981-1585,https://www.rock-hill.k12.sc.us/oakdale,Denise Khaalid,37,2018,York District 3,Oakdale Steam Elementary School,E,28.4,33.3,36.6,30.9,31.3,NA,42.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rock Hill School
District (York 3)",Oakdale Steam Elementary,4603030,E,1129 Oakdale Road,Rock Hill,SC,29730,PK-5,490,803-981-1585,https://www.rock-hill.k12.sc.us/oakdale,Denise Khaalid,37,2019,York County School District Three,Oakdale Steam Elementary School,E,35.9,31.4,49.4,25.7,50.6,NA,25.3,500,225,275,348,118,NA,0,350,34
"Rock Hill School
District (York 3)",Oakdale Steam Elementary,4603030,E,1129 Oakdale Road,Rock Hill,SC,29730,PK-5,490,803-981-1585,https://www.rock-hill.k12.sc.us/oakdale,Denise Khaalid,37,2021,"Rock Hill School
District (York 3)",Oakdale Steam Elementary,E,35.5,35.1,37.3,37.3,45.5,NA,36.4,484,209,275,304,110,NA,0,332,70
"Rock Hill School
District (York 3)","Richmond Drive
Elementary",4603031,E,1162 Richmond Dr,ROCK HILL,SC,29732,PK-5,387,803-981-1930,https://www.rock-hill.k12.sc.us/Domain/21,Janice Hyatt,29,2017,York 3 School District,Richmond Drive Elementary School,E,54.3,20.1,52.1,21.4,NA,NA,NA,662,307,355,202,321,NA,NA,NA,139
"Rock Hill School
District (York 3)","Richmond Drive
Elementary",4603031,E,1162 Richmond Dr,ROCK HILL,SC,29732,PK-5,387,803-981-1930,https://www.rock-hill.k12.sc.us/Domain/21,Janice Hyatt,29,2018,York District 3,Richmond Drive Elementary School,E,56,19.8,57.2,17,57.4,NA,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rock Hill School
District (York 3)","Richmond Drive
Elementary",4603031,E,1162 Richmond Dr,ROCK HILL,SC,29732,PK-5,387,803-981-1930,https://www.rock-hill.k12.sc.us/Domain/21,Janice Hyatt,29,2019,York County School District Three,Richmond Drive Elementary,E,47.5,26,52,22,53.8,NA,23.1,384,191,193,145,139,NA,0,275,100
"Rock Hill School
District (York 3)","Richmond Drive
Elementary",4603031,E,1162 Richmond Dr,ROCK HILL,SC,29732,PK-5,387,803-981-1930,https://www.rock-hill.k12.sc.us/Domain/21,Janice Hyatt,29,2021,"Rock Hill School
District (York 3)",Richmond Drive Elementary,E,42.7,33.5,39.9,33.7,41.8,NA,32.7,391,201,190,155,114,NA,0,291,122
"Rock Hill School
District (York 3)","Rosewood Elementary
School",4603032,E,2240 Rosewood Dr,Rock Hill,SC,29732,PK-5,415,803-981-1540,https://www.rock-hill.k12.sc.us/rosewood,"Deborah
Greenwood",33,2017,York 3 School District,Rosewood Elementary,E,34.9,27.9,31,38.8,NA,NA,NA,553,270,283,248,218,NA,NA,NA,87
"Rock Hill School
District (York 3)","Rosewood Elementary
School",4603032,E,2240 Rosewood Dr,Rock Hill,SC,29732,PK-5,415,803-981-1540,https://www.rock-hill.k12.sc.us/rosewood,"Deborah
Greenwood",33,2018,York District 3,Rosewood Elementary School,E,38.2,29.5,37.8,29.1,33,NA,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rock Hill School
District (York 3)","Rosewood Elementary
School",4603032,E,2240 Rosewood Dr,Rock Hill,SC,29732,PK-5,415,803-981-1540,https://www.rock-hill.k12.sc.us/rosewood,"Deborah
Greenwood",33,2019,York County School District Three,Rosewood Elementary School,E,27.8,43.3,22.5,37.4,21.3,NA,54.1,394,189,205,171,124,NA,0,313,99
"Rock Hill School
District (York 3)","Rosewood Elementary
School",4603032,E,2240 Rosewood Dr,Rock Hill,SC,29732,PK-5,415,803-981-1540,https://www.rock-hill.k12.sc.us/rosewood,"Deborah
Greenwood",33,2021,"Rock Hill School
District (York 3)",Rosewood Elementary School,E,27.1,37.4,34.4,40.1,34.5,NA,40,413,196,217,167,123,NA,0,338,123
